customer_id,age,tenure_months,balance,num_products,is_active,churn
CUST_00106,80,53,0.0,2,1,0
CUST_00107,33,51,91453.13,1,0,1
CUST_00108,53,11,204145.83,1,0,1
CUST_00109,57,35,0.0,1,1,0
CUST_00110,56,21,13541.19,1,0,0
CUST_00111,20,39,116182.46,2,1,0
CUST_00112,63,30,118394.49,2,1,0
CUST_00113,75,35,68509.06,1,0,0
CUST_00114,63,36,95839.35,1,1,1
CUST_00115,41,53,191291.79,1,1,0
CUST_00116,47,38,43087.44,1,0,0
CUST_00117,62,62,128655.2,1,1,0
CUST_00118,56,39,1385.35,2,1,1
CUST_00119,34,61,77966.52,1,1,0
CUST_00120,52,29,0.0,1,1,0
CUST_00121,79,53,54039.1,2,0,1
CUST_00122,80,43,79718.45,1,1,0
CUST_00123,30,4,232087.53,1,1,0
CUST_00124,53,62,144223.1,2,1,0
CUST_00125,36,37,216196.55,2,1,0
CUST_00126,41,10,0.0,2,0,1
CUST_00127,59,54,82312.92,2,1,0
CUST_00128,38,61,0.0,1,1,0
CUST_00129,41,16,132366.67,1,0,0
CUST_00130,72,42,0.0,1,1,1
CUST_00131,29,58,0.0,4,0,0
CUST_00132,80,30,177794.2,1,0,0
CUST_00133,58,47,29970.06,2,1,0
CUST_00134,61,3,0.0,2,0,1
CUST_00135,58,33,159678.26,1,0,1
CUST_00136,32,37,0.0,1,1,0
CUST_00137,68,27,57396.32,1,0,1
CUST_00138,21,56,64676.38,1,1,0
CUST_00139,45,33,236225.98,3,1,0
CUST_00140,53,29,244782.5,3,1,0
CUST_00141,60,42,43265.55,3,1,0
CUST_00142,31,58,0.0,1,0,0
CUST_00143,72,23,0.0,2,1,0
CUST_00144,61,46,189033.34,1,1,0
CUST_00145,23,15,0.0,1,1,0
CUST_00146,77,63,60305.06,1,0,1
CUST_00147,27,20,0.0,2,1,1
CUST_00148,80,5,0.0,1,1,0
CUST_00149,29,2,0.0,1,1,0
CUST_00150,68,48,227814.8,2,1,0
CUST_00151,59,12,37939.38,3,0,0
CUST_00152,33,63,105319.52,2,1,0
CUST_00153,52,53,70631.79,3,1,0
CUST_00154,74,67,87625.52,2,1,1
CUST_00155,19,11,0.0,2,0,1
CUST_00156,77,47,0.0,2,1,1
CUST_00157,19,56,53321.2,1,0,0
CUST_00158,73,37,0.0,2,0,0
CUST_00159,28,48,0.0,2,1,0
CUST_00160,35,43,69941.93,2,1,0
CUST_00161,57,46,0.0,1,0,0
CUST_00162,62,38,69618.98,1,0,1
CUST_00163,63,22,0.0,1,0,1
CUST_00164,18,16,25806.46,2,1,0
CUST_00165,33,11,197414.0,1,1,0
CUST_00166,41,64,0.0,1,0,0
CUST_00167,38,29,187079.5,1,1,1
CUST_00168,40,11,167031.39,3,1,0
CUST_00169,76,18,189064.81,2,1,1
CUST_00170,59,5,32107.42,2,1,0
CUST_00171,30,6,185318.94,2,0,1
CUST_00172,32,42,227545.16,2,1,0
CUST_00173,79,53,0.0,1,0,1
CUST_00174,55,57,129224.37,2,1,0
CUST_00175,25,37,37292.44,1,1,0
CUST_00176,59,3,117101.11,1,1,0
CUST_00177,71,33,200384.98,2,1,1
CUST_00178,28,52,0.0,1,0,1
CUST_00179,73,30,14422.82,1,0,0
CUST_00180,69,1,0.0,2,1,1
CUST_00181,36,63,0.0,2,1,0
CUST_00182,56,19,22807.1,1,1,0
CUST_00183,68,61,188786.29,2,0,1
CUST_00184,41,3,0.0,2,1,1
CUST_00185,58,53,77924.3,1,0,0
CUST_00186,56,55,24473.04,2,0,0
CUST_00187,78,8,73781.1,4,0,1
CUST_00188,64,47,0.0,1,0,1
CUST_00189,27,30,156820.62,3,0,0
CUST_00190,55,1,158128.83,1,1,0
CUST_00191,34,62,31785.71,3,1,0
CUST_00192,41,49,0.0,2,1,1
CUST_00193,55,42,0.0,1,1,1
CUST_00194,36,35,0.0,2,1,0
CUST_00195,23,9,115853.36,1,1,0
CUST_00196,67,42,234316.74,4,1,0
CUST_00197,35,43,0.0,2,1,0
CUST_00198,66,69,163931.29,1,1,0
CUST_00199,77,29,169965.45,2,1,0
CUST_00200,74,65,137629.07,2,1,1
CUST_00201,33,48,78509.86,1,1,0
CUST_00202,47,50,54081.68,1,1,0
CUST_00203,21,35,237877.44,3,0,1
CUST_00204,33,59,70344.49,1,1,0
CUST_00205,26,69,0.0,2,0,1
CUST_00206,61,34,155533.43,1,1,0
CUST_00207,30,70,185137.85,2,1,0
CUST_00208,73,42,149900.5,2,1,0
CUST_00209,58,17,0.0,2,1,0
CUST_00210,31,8,220695.71,1,1,0
CUST_00211,68,58,194709.03,1,0,1
CUST_00212,24,65,226860.66,2,1,0
CUST_00213,18,54,0.0,1,1,1
CUST_00214,62,71,0.0,1,1,1
CUST_00215,60,31,212245.14,1,1,0
CUST_00216,58,66,137533.66,2,1,0
CUST_00217,55,63,32462.66,1,1,0
CUST_00218,20,31,37241.78,2,1,1
CUST_00219,33,65,0.0,2,1,1
CUST_00220,79,38,0.0,2,0,1
CUST_00221,60,44,0.0,1,1,1
CUST_00222,29,4,159986.93,2,1,0
CUST_00223,41,70,174787.7,1,1,0
CUST_00224,34,17,0.0,1,0,1
CUST_00225,38,7,129572.41,1,1,0
CUST_00226,44,72,212087.5,2,1,0
CUST_00227,62,51,0.0,1,1,0
CUST_00228,79,29,15859.91,2,0,1
CUST_00229,63,29,0.0,2,0,1
CUST_00230,75,6,0.0,2,0,0
CUST_00231,21,51,107182.7,1,0,1
CUST_00232,59,38,0.0,2,1,1
CUST_00233,30,67,102937.75,2,1,0
CUST_00234,37,71,94323.02,1,0,0
CUST_00235,23,1,0.0,2,1,0
CUST_00236,28,21,170271.47,1,1,0
CUST_00237,41,15,0.0,1,0,0
CUST_00238,57,37,172173.44,2,1,0
CUST_00239,29,23,239201.52,2,1,0
CUST_00240,24,31,0.0,1,1,0
CUST_00241,77,35,237166.17,2,1,1
CUST_00242,20,47,115933.67,2,1,0
CUST_00243,68,23,215530.0,2,0,0
CUST_00244,49,38,0.0,3,1,0
CUST_00245,35,23,65794.9,1,0,0
CUST_00246,41,50,133092.12,1,1,0
CUST_00247,25,9,0.0,2,0,1
CUST_00248,35,51,209930.3,1,0,0
CUST_00249,57,17,235376.39,2,0,1
CUST_00250,25,67,52530.45,2,0,1
CUST_00251,22,35,12199.59,2,0,1
CUST_00252,43,59,100540.43,2,0,0
CUST_00253,36,46,0.0,2,1,0
CUST_00254,74,58,2356.14,3,0,1
CUST_00255,74,46,0.0,3,0,1
CUST_00256,34,66,246744.79,1,0,0
CUST_00257,56,6,110149.53,1,1,0
CUST_00258,74,10,141228.25,2,1,0
CUST_00259,24,4,89570.25,2,1,0
CUST_00260,36,38,142474.25,1,1,0
CUST_00261,27,13,105354.57,1,1,1
CUST_00262,43,66,57480.91,1,0,1
CUST_00263,28,26,179516.83,2,0,0
CUST_00264,46,59,34954.95,1,0,0
CUST_00265,53,15,0.0,1,1,1
CUST_00266,47,58,143391.64,2,1,0
CUST_00267,48,10,149394.12,2,0,0
CUST_00268,71,35,0.0,2,0,1
CUST_00269,30,15,57825.52,2,1,0
CUST_00270,38,65,0.0,2,1,0
CUST_00271,62,68,0.0,1,1,0
CUST_00272,73,61,89910.36,2,0,1
CUST_00273,69,16,0.0,1,1,0
CUST_00274,56,26,0.0,2,0,0
CUST_00275,37,48,129732.97,2,0,0
CUST_00276,38,69,233552.72,3,0,0
CUST_00277,52,30,144455.7,2,1,0
CUST_00278,31,29,64171.76,1,1,0
CUST_00279,44,13,0.0,2,0,1
CUST_00280,21,58,0.0,2,0,0
CUST_00281,74,60,0.0,2,0,1
CUST_00282,52,51,0.0,2,1,0
CUST_00283,20,24,21387.79,1,1,0
CUST_00284,30,50,0.0,1,1,0
CUST_00285,25,13,34747.66,2,1,0
CUST_00286,76,14,0.0,2,1,0
CUST_00287,69,23,42002.65,3,0,1
CUST_00288,53,56,139875.65,1,1,0
CUST_00289,44,56,165485.26,2,1,1
CUST_00290,42,51,114096.05,1,1,0
CUST_00291,54,36,244134.32,2,1,0
CUST_00292,77,22,14816.79,1,1,1
CUST_00293,26,69,0.0,1,1,1
CUST_00294,61,54,137689.86,2,0,1
CUST_00295,30,27,248837.37,1,1,0
CUST_00296,40,33,239590.09,1,1,1
CUST_00297,24,39,63548.24,1,1,0
CUST_00298,65,23,81630.83,2,1,1
CUST_00299,22,8,3772.65,1,0,0
CUST_00300,71,51,50400.89,2,1,0
CUST_00301,39,37,220209.55,2,1,0
CUST_00302,45,49,0.0,1,0,1
CUST_00303,54,40,217824.92,1,0,1
CUST_00304,25,67,0.0,2,1,0
CUST_00305,53,18,0.0,2,0,0
CUST_00306,79,41,204442.7,1,1,0
CUST_00307,77,14,52716.82,3,0,0
CUST_00308,31,60,0.0,1,1,1
CUST_00309,75,46,85814.04,2,1,1
CUST_00310,56,27,165029.74,2,1,0
CUST_00311,20,71,137842.86,1,1,0
CUST_00312,52,54,66665.7,1,1,0
CUST_00313,18,72,31057.19,2,1,1
CUST_00314,44,38,0.0,2,1,0
CUST_00315,19,17,100104.27,1,0,0
CUST_00316,35,7,0.0,1,1,0
CUST_00317,50,48,131318.06,3,1,0
CUST_00318,42,45,0.0,1,1,0
CUST_00319,79,69,13559.72,4,1,0
CUST_00320,35,48,150316.56,2,1,0
CUST_00321,39,12,98584.1,1,1,0
CUST_00322,29,34,142611.12,1,1,0
CUST_00323,39,20,112141.27,3,0,1
CUST_00324,32,16,52120.26,1,0,0
CUST_00325,76,27,0.0,2,1,1
CUST_00326,47,44,130745.3,3,1,0
CUST_00327,55,50,169352.84,2,1,0
CUST_00328,80,33,0.0,2,1,0
CUST_00329,31,12,0.0,2,1,0
CUST_00330,33,1,0.0,1,1,0
CUST_00331,73,15,157168.93,1,1,0
CUST_00332,29,60,26318.96,3,0,0
CUST_00333,39,10,68687.07,2,1,0
CUST_00334,44,50,0.0,2,0,1
CUST_00335,66,40,85900.73,2,0,1
CUST_00336,33,3,162714.13,1,0,1
CUST_00337,62,43,176338.64,1,0,1
CUST_00338,78,8,201614.14,1,0,0
CUST_00339,53,35,112762.77,2,0,1
CUST_00340,56,15,211456.26,2,1,0
CUST_00341,37,59,0.0,4,1,0
CUST_00342,41,66,0.0,1,1,0
CUST_00343,42,25,0.0,1,1,0
CUST_00344,63,11,187093.19,2,1,1
CUST_00345,25,55,0.0,1,1,0
CUST_00346,78,56,246436.15,1,0,1
CUST_00347,66,27,38269.69,2,1,0
CUST_00348,21,22,125159.95,1,1,0
CUST_00349,29,8,20364.44,2,1,0
CUST_00350,60,72,0.0,2,1,0
CUST_00351,51,63,24820.22,2,1,0
CUST_00352,27,19,209324.83,2,1,0
CUST_00353,61,53,247134.89,1,0,1
CUST_00354,29,52,192554.74,2,0,0
CUST_00355,66,47,97663.68,1,0,1
CUST_00356,71,63,181902.33,1,0,1
CUST_00357,60,45,206680.22,4,1,0
CUST_00358,68,59,12951.7,3,0,1
CUST_00359,29,66,97303.09,3,0,0
CUST_00360,28,10,221549.08,1,1,0
CUST_00361,40,51,0.0,1,1,0
CUST_00362,65,8,0.0,2,0,1
CUST_00363,56,58,0.0,1,1,0
CUST_00364,30,2,235648.57,3,0,0
CUST_00365,74,60,206615.4,1,1,1
CUST_00366,23,27,169907.77,2,1,0
CUST_00367,75,16,0.0,1,1,0
CUST_00368,57,36,203617.61,1,0,1
CUST_00369,60,35,151974.81,2,1,0
CUST_00370,33,71,203955.71,2,1,0
CUST_00371,75,31,160655.61,2,0,0
CUST_00372,21,45,189473.91,2,0,0
CUST_00373,27,17,32839.09,2,1,0
CUST_00374,28,57,70840.87,3,1,0
CUST_00375,26,14,3383.35,1,1,0
CUST_00376,67,37,4850.26,2,0,0
CUST_00377,31,42,153926.47,1,1,0
CUST_00378,74,26,0.0,1,1,1
CUST_00379,21,22,242186.92,2,1,0
CUST_00380,66,54,0.0,2,0,0
CUST_00381,55,37,118167.38,1,1,0
CUST_00382,76,9,75551.55,2,1,0
CUST_00383,24,27,191652.26,2,1,0
CUST_00384,20,37,0.0,2,1,0
CUST_00385,22,47,107088.1,2,0,0
CUST_00386,30,57,28463.39,1,1,0
CUST_00387,65,8,0.0,2,0,1
CUST_00388,71,66,53362.05,2,1,1
CUST_00389,78,2,0.0,3,1,0
CUST_00390,36,69,194128.5,1,0,0
CUST_00391,37,46,184954.95,1,1,0
CUST_00392,51,41,0.0,1,0,0
CUST_00393,78,3,118355.55,1,1,0
CUST_00394,39,44,1537.35,4,0,0
CUST_00395,41,47,22846.11,2,1,0
CUST_00396,46,23,0.0,1,0,1
CUST_00397,76,47,0.0,2,1,0
CUST_00398,21,5,120719.88,2,1,0
CUST_00399,71,54,47981.18,1,1,0
CUST_00400,65,38,0.0,1,1,0
CUST_00401,77,60,34696.91,1,1,0
CUST_00402,18,43,39610.01,1,1,0
CUST_00403,20,8,0.0,1,1,0
CUST_00404,45,36,0.0,1,1,1
CUST_00405,48,13,0.0,2,0,1
CUST_00406,33,2,0.0,2,1,0
CUST_00407,73,40,0.0,2,0,1
CUST_00408,59,14,69309.44,1,1,0
CUST_00409,41,15,183997.39,1,1,0
CUST_00410,20,59,0.0,2,1,0
CUST_00411,34,65,30088.57,1,0,1
CUST_00412,36,51,191676.84,1,0,0
CUST_00413,62,46,88021.48,1,0,1
CUST_00414,29,30,0.0,1,1,0
CUST_00415,27,34,24383.13,2,0,0
CUST_00416,74,71,111023.75,2,0,0
CUST_00417,70,41,0.0,1,1,0
CUST_00418,40,18,70948.47,2,1,0
CUST_00419,70,40,219663.46,2,0,0
CUST_00420,21,40,169621.22,1,1,0
CUST_00421,18,26,7447.94,2,0,1
CUST_00422,48,7,0.0,2,0,1
CUST_00423,21,72,0.0,1,1,0
CUST_00424,62,46,0.0,1,1,1
CUST_00425,46,68,206928.15,1,0,0
CUST_00426,27,2,202660.22,1,1,1
CUST_00427,30,35,0.0,3,0,0
CUST_00428,40,9,202788.57,1,1,0
CUST_00429,75,66,121878.18,1,0,0
CUST_00430,57,4,114386.52,2,1,1
CUST_00431,50,38,6064.85,2,0,1
CUST_00432,35,3,192612.71,1,1,0
CUST_00433,72,53,2617.22,1,0,0
CUST_00434,26,62,69287.98,1,1,0
CUST_00435,46,30,0.0,1,1,1
CUST_00436,79,25,78021.43,1,0,1
CUST_00437,69,60,0.0,1,0,1
CUST_00438,35,60,115269.37,1,0,0
CUST_00439,28,6,11955.37,2,1,0
CUST_00440,36,41,166638.66,2,1,0
CUST_00441,72,47,6893.01,2,0,0
CUST_00442,39,51,24783.72,1,1,0
CUST_00443,59,40,0.0,1,1,0
CUST_00444,55,36,116837.59,2,0,1
CUST_00445,74,17,168410.58,1,0,0
CUST_00446,77,54,159947.37,1,1,1
CUST_00447,19,29,0.0,2,1,0
CUST_00448,28,63,234238.89,1,0,0
CUST_00449,27,3,244196.88,2,0,1
CUST_00450,76,17,42453.57,1,0,1
CUST_00451,27,27,192117.36,2,1,0
CUST_00452,38,1,0.0,1,0,1
CUST_00453,79,16,78026.01,1,1,0
CUST_00454,69,4,0.0,2,1,0
CUST_00455,37,54,90493.06,3,0,0
CUST_00456,18,18,0.0,2,1,1
CUST_00457,63,8,206147.34,3,1,0
CUST_00458,24,15,109634.66,1,0,1
CUST_00459,18,55,153010.26,1,1,0
CUST_00460,71,40,0.0,1,1,0
CUST_00461,29,28,23835.75,1,1,0
CUST_00462,76,2,108253.29,1,0,0
CUST_00463,36,44,116299.95,2,0,0
CUST_00464,61,45,113709.98,1,1,1
CUST_00465,44,42,0.0,1,1,0
CUST_00466,75,17,201481.1,2,1,1
CUST_00467,72,5,191203.91,2,1,0
CUST_00468,57,66,9178.93,2,1,0
CUST_00469,73,5,245477.03,1,0,1
CUST_00470,68,3,173168.38,1,1,1
CUST_00471,64,6,209314.39,1,0,0
CUST_00472,79,55,0.0,2,0,1
CUST_00473,22,31,174563.8,2,1,0
CUST_00474,40,61,207052.13,2,1,0
CUST_00475,70,32,0.0,1,1,1
CUST_00476,31,50,87989.98,1,1,0
CUST_00477,48,35,0.0,1,0,0
CUST_00478,57,23,0.0,2,1,0
CUST_00479,23,36,144560.9,1,1,0
CUST_00480,52,69,219776.12,3,0,0
CUST_00481,52,52,0.0,1,1,0
CUST_00482,19,6,150778.1,2,1,0
CUST_00483,39,17,137571.71,1,0,1
CUST_00484,28,41,131119.06,2,1,1
CUST_00485,63,14,31536.91,1,0,1
CUST_00486,73,30,0.0,2,1,1
CUST_00487,41,23,108578.3,2,0,0
CUST_00488,24,16,0.0,2,1,0
CUST_00489,37,55,68235.06,1,1,0
CUST_00490,56,45,0.0,1,0,1
CUST_00491,31,37,0.0,1,0,1
CUST_00492,76,40,189884.02,1,1,1
CUST_00493,39,31,0.0,1,0,0
CUST_00494,33,50,0.0,2,0,1
CUST_00495,23,16,217558.68,1,0,0
CUST_00496,18,43,164228.59,1,0,0
CUST_00497,72,41,4829.14,3,1,0
CUST_00498,72,39,34674.21,1,0,1
CUST_00499,61,69,22622.37,2,0,0
CUST_00500,30,14,116544.14,2,0,0
CUST_00501,64,47,141413.24,3,0,0
CUST_00502,41,49,235617.01,2,0,0
CUST_00503,45,18,87365.9,2,0,1
CUST_00504,31,27,0.0,2,0,0
CUST_00505,58,71,150621.65,2,1,0
CUST_00506,32,2,0.0,2,1,0
CUST_00507,35,68,0.0,2,1,0
CUST_00508,68,23,200746.05,2,1,0
CUST_00509,74,57,112762.82,1,1,0
CUST_00510,54,69,0.0,2,0,0
CUST_00511,30,48,139525.45,1,0,0
CUST_00512,61,65,182923.14,1,1,0
CUST_00513,31,25,51325.83,1,0,0
CUST_00514,38,3,241347.81,2,1,0
CUST_00515,60,62,36300.89,2,0,1
CUST_00516,57,57,13450.39,2,1,0
CUST_00517,63,35,222302.16,1,1,1
CUST_00518,58,9,39105.92,2,1,1
CUST_00519,79,43,17168.78,2,1,0
CUST_00520,37,30,143271.55,2,1,1
CUST_00521,45,70,95463.01,2,0,1
CUST_00522,55,39,244722.41,1,0,0
CUST_00523,18,10,240750.75,3,1,0
CUST_00524,45,48,113107.6,2,1,0
CUST_00525,39,22,115918.32,1,0,0
CUST_00526,36,28,29118.22,3,0,0
CUST_00527,72,46,51737.83,1,0,1
CUST_00528,40,51,0.0,2,1,0
CUST_00529,80,53,227347.21,2,0,0
CUST_00530,32,2,25480.21,1,1,0
CUST_00531,47,17,173934.71,1,1,0
CUST_00532,67,60,145513.93,2,1,0
CUST_00533,46,62,0.0,1,1,0
CUST_00534,48,60,59471.81,1,1,0
CUST_00535,51,19,164751.22,1,1,0
CUST_00536,35,52,231564.53,1,1,0
CUST_00537,48,6,43362.88,1,0,1
CUST_00538,76,13,104666.91,1,0,0
CUST_00539,77,24,118089.24,1,1,0
CUST_00540,32,8,136044.46,2,0,1
CUST_00541,21,46,0.0,2,0,1
CUST_00542,37,6,119808.82,3,1,0
CUST_00543,40,24,96597.01,1,1,0
CUST_00544,54,22,126411.09,1,1,0
CUST_00545,52,24,242248.7,2,1,0
CUST_00546,43,42,224366.75,1,0,0
CUST_00547,36,25,167840.67,2,1,0
CUST_00548,18,36,211985.28,1,1,0
CUST_00549,75,39,141808.3,2,1,0
CUST_00550,57,2,148020.19,2,1,0
CUST_00551,35,31,174259.18,1,1,0
CUST_00552,61,47,13529.69,1,0,0
CUST_00553,77,6,0.0,1,1,0
CUST_00554,56,36,0.0,2,0,1
CUST_00555,61,35,206198.28,1,0,0
CUST_00556,54,22,188857.47,2,1,0
CUST_00557,18,63,0.0,2,1,0
CUST_00558,21,69,44521.93,1,1,0
CUST_00559,34,33,100451.48,2,1,0
CUST_00560,34,34,149751.84,2,1,0
CUST_00561,19,47,8876.56,2,1,0
CUST_00562,72,11,0.0,2,0,1
CUST_00563,18,27,25073.85,1,0,0
CUST_00564,58,24,46709.19,2,1,0
CUST_00565,60,41,84833.89,2,1,0
CUST_00566,26,48,159746.37,1,1,0
CUST_00567,19,33,0.0,1,1,1
CUST_00568,57,19,230216.44,3,0,0
CUST_00569,21,44,109128.16,1,0,1
CUST_00570,36,22,71244.43,2,1,0
CUST_00571,52,32,145503.76,2,1,0
CUST_00572,62,22,48931.17,1,1,1
CUST_00573,27,13,0.0,2,1,0
CUST_00574,55,12,45347.88,3,0,0
CUST_00575,60,55,122466.32,2,1,0
CUST_00576,65,20,46052.71,2,0,1
CUST_00577,31,30,216268.34,2,0,0
CUST_00578,72,71,172518.76,1,1,1
CUST_00579,43,29,226145.72,2,0,0
CUST_00580,79,33,195856.97,1,0,1
CUST_00581,42,67,0.0,2,0,1
CUST_00582,27,27,54357.42,1,0,1
CUST_00583,70,58,165325.24,1,0,0
CUST_00584,31,72,0.0,2,1,1
CUST_00585,51,35,0.0,1,1,0
CUST_00586,60,38,81177.37,2,1,0
CUST_00587,45,13,249465.23,2,1,0
CUST_00588,40,14,158112.46,1,1,0
CUST_00589,76,49,109535.21,1,1,0
CUST_00590,42,61,120622.81,1,1,0
CUST_00591,23,61,0.0,1,0,1
CUST_00592,28,43,65248.59,1,1,0
CUST_00593,37,31,11839.88,3,0,0
CUST_00594,35,59,226816.91,3,1,0
CUST_00595,28,61,128242.57,2,0,1
CUST_00596,26,72,196093.58,1,1,0
CUST_00597,76,56,210909.58,1,1,1
CUST_00598,60,36,166134.2,3,1,0
CUST_00599,43,2,165454.13,1,1,0
CUST_00600,44,57,37269.28,1,1,0
CUST_00601,64,3,189896.28,1,1,1
CUST_00602,37,59,2463.92,2,0,1
CUST_00603,34,48,245585.47,1,0,0
CUST_00604,34,10,83674.23,2,0,0
CUST_00605,53,52,150350.5,1,1,0
CUST_00606,75,61,244114.26,1,1,0
CUST_00607,75,34,219835.0,2,1,0
CUST_00608,80,65,6079.89,1,0,0
CUST_00609,37,36,136246.01,2,0,1
CUST_00610,25,10,217399.03,2,1,0
CUST_00611,27,40,242476.4,1,0,0
CUST_00612,40,41,0.0,1,1,1
CUST_00613,29,16,190552.48,1,1,0
CUST_00614,46,25,0.0,3,1,0
CUST_00615,52,4,0.0,1,1,0
CUST_00616,18,9,201511.33,1,1,0
CUST_00617,44,39,0.0,2,1,0
CUST_00618,45,27,187910.02,1,0,1
CUST_00619,63,59,159627.53,2,1,0
CUST_00620,28,32,159505.76,1,0,1
CUST_00621,47,15,246028.97,1,1,0
CUST_00622,25,67,220759.03,2,1,0
CUST_00623,30,40,3889.49,1,0,1
CUST_00624,18,3,154689.02,4,0,0
CUST_00625,27,60,130326.16,2,0,0
CUST_00626,62,13,134132.39,2,1,0
CUST_00627,43,67,129178.44,2,1,0
CUST_00628,66,9,232825.86,2,1,0
CUST_00629,19,48,0.0,1,0,0
CUST_00630,77,15,203896.72,1,0,0
CUST_00631,29,15,248424.09,2,0,1
CUST_00632,30,65,0.0,1,1,0
CUST_00633,51,45,86994.49,1,1,0
CUST_00634,38,28,0.0,1,0,0
CUST_00635,26,39,78175.07,1,1,0
CUST_00636,80,4,115241.81,1,1,1
CUST_00637,78,27,15904.8,2,1,1
CUST_00638,25,46,207352.99,1,0,1
CUST_00639,43,20,40412.48,2,0,1
CUST_00640,37,34,0.0,2,0,1
CUST_00641,76,2,241674.28,1,1,0
CUST_00642,51,11,153227.25,1,0,1
